author,comment,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@Fandi124,Semoga cepat terkabul aminn biar indonesia cepat menuju perubahan,semoga cepat terkabul aminn biar indonesia cepat menuju perubahan,semoga cepat terkabul aminn biar indonesia cepat menuju perubahan,semoga cepat terkabul aminn biar indonesia cepat perubahan,"['semoga', 'cepat', 'terkabul', 'aminn', 'biar', 'indonesia', 'cepat', 'perubahan']","['semoga', 'cepat', 'terkabul', 'aminn', 'biar', 'indonesia', 'cepat', 'perubahan']",moga cepat kabul aminn biar indonesia cepat ubah,3
@nickyrian8983,Auto kabur ke Kalimantan dari sekarang,auto kabur ke kalimantan dari sekarang,auto kabur kah kalimantan dari sekarang,auto kabur kah kalimantan,"['auto', 'kabur', 'kah', 'kalimantan']","['kabur', 'kah', 'kalimantan']",kabur kah kalimantan,2
@suryoadi2291,"Yakin sangat yakin.<br>Sajen dirusak banyak yg marah,,<br>Gantian yg punya bumi bisa marah,,",yakin sangat yakinbrsajen dirusak banyak yg marahbrgantian yg punya bumi bisa marah,yakin sangat yakinbrsajen dirusak banyak yang marahbrgantian yang punya bumi bisa marah,yakinbrsajen dirusak marahbrgantian bumi marah,"['yakinbrsajen', 'dirusak', 'marahbrgantian', 'bumi', 'marah']","['yakinbrsajen', 'dirusak', 'marahbrgantian', 'bumi', 'marah']",yakinbrsajen rusak marahbrgantian bumi marah,1
@radityahadi4188,"Salah satu hobi netizen negeri kita yaitu berdoa di kolom komentar youtube. 🤣<br><br>Saling mengingatkan dan mengajak berbuat kebaikan itu bagus, tapi kalau sudah memanjatkan doa untuk Allah, maka menurut saya harus dilakukan di sajadah; di hati; dan/atau di tempat ibadah masing-masing.  Pendapat pribadi saya ya.",salah satu hobi netizen negeri kita yaitu berdoa di kolom komentar youtube brbrsaling mengingatkan dan mengajak berbuat kebaikan itu bagus tapi kalau sudah memanjatkan doa untuk allah maka menurut saya harus dilakukan di sajadah di hati danatau di tempat ibadah masingmasing pendapat pribadi saya ya,salah satu hobi netizen negeri kita yaitu berdoa di kolom komentar youtube brbrsaling mengingatkan dan mengajak berbuat kebaikan itu bagus tapi kalau sudah memanjatkan doa untuk allah maka menurut saya harus dilakukan di sajadah di hati danatau di tempat ibadah masingmasing pendapat pribadi saya iya,salah hobi netizen negeri berdoa kolom komentar youtube brbrsaling mengajak berbuat kebaikan bagus memanjatkan doa allah sajadah hati danatau ibadah masingmasing pendapat pribadi iya,"['salah', 'hobi', 'netizen', 'negeri', 'berdoa', 'kolom', 'komentar', 'youtube', 'brbrsaling', 'mengajak', 'berbuat', 'kebaikan', 'bagus', 'memanjatkan', 'doa', 'allah', 'sajadah', 'hati', 'danatau', 'ibadah', 'masingmasing', 'pendapat', 'pribadi', 'iya']","['salah', 'hobi', 'netizen', 'negeri', 'berdoa', 'kolom', 'komentar', 'youtube', 'brbrsaling', 'mengajak', 'berbuat', 'kebaikan', 'bagus', 'memanjatkan', 'doa', 'allah', 'sajadah', 'hati', 'danatau', 'ibadah', 'masingmasing', 'pendapat', 'pribadi', 'iya']",salah hobi netizen negeri doa kolom komentar youtube brbrsaling ajak buat baik bagus panjat doa allah sajadah hati danatau ibadah masingmasing dapat pribadi iya,2
@arifmoch6602,"Dinosaurus adalah makhluk paling berdosa, sampe dilaknat pake meteor sama Tuhan 😂",dinosaurus adalah makhluk paling berdosa sampe dilaknat pake meteor sama tuhan,dinosaurus adalah makhluk paling berdosa sampai dilaknat pakai meteor sama tuhan,dinosaurus makhluk berdosa dilaknat pakai meteor tuhan,"['dinosaurus', 'makhluk', 'berdosa', 'dilaknat', 'pakai', 'meteor', 'tuhan']","['dinosaurus', 'makhluk', 'berdosa', 'dilaknat', 'pakai', 'tuhan']",dinosaurus makhluk dosa laknat pakai tuhan,2
@radityahadi4188,Nah ini saya setuju logika anda 🤣,nah ini saya setuju logika anda,nah ini saya setuju logika anda,setuju logika,"['setuju', 'logika']","['setuju', 'logika']",tuju logika,2
@yuwonoheri4583,Mungkin Ibu kota sdh di pindah....... Dan barulah ada gempa....,mungkin ibu kota sdh di pindah dan barulah ada gempa,mungkin ibu kota sudah di pindah dan barulah ada gempa,kota pindah barulah gempa,"['kota', 'pindah', 'barulah', 'gempa']","['kota', 'pindah', 'barulah', 'gempa']",kota pindah baru gempa,1
@taohw5288,"Lahaula Walaquwwata Illabillah.....  lindungilah Ya Allah.<br>Ini disampaikan setahun lalu pada adem2 saja, sekarang???  Mengapa?",lahaula walaquwwata illabillah lindungilah ya allahbrini disampaikan setahun lalu pada adem2 saja sekarang mengapa,lahaula walaquwwata illabillah lindungilah iya allahbrini disampaikan setahun lalu pada adem2 saja sekarang mengapa,lahaula walaquwwata illabillah lindungilah iya allahbrini setahun adem2,"['lahaula', 'walaquwwata', 'illabillah', 'lindungilah', 'iya', 'allahbrini', 'setahun', 'adem2']","['lahaula', 'walaquwwata', 'illabillah', 'lindungilah', 'iya', 'allahbrini', 'setahun', 'adem2']",lahaula walaquwwata illabillah lindung iya allahbrini tahun adem2,1
@moamarkhadafy5000,Ya Allah,ya allah,iya allah,iya allah,"['iya', 'allah']","['iya', 'allah']",iya allah,2
@rahmatkristomi9208,Ak tolak dalam nama Yesus. Jabodetabek dilindungi dari gempa dan banjir,ak tolak dalam nama yesus jabodetabek dilindungi dari gempa dan banjir,aku tolak dalam nama yesus jabodetabek dilindungi dari gempa dan banjir,tolak nama yesus jabodetabek dilindungi gempa banjir,"['tolak', 'nama', 'yesus', 'jabodetabek', 'dilindungi', 'gempa', 'banjir']","['tolak', 'nama', 'yesus', 'jabodetabek', 'dilindungi', 'gempa', 'banjir']",tolak nama yesus jabodetabek lindung gempa banjir,3
@nicholasedwardsucianto7718,Semoga gak ada gempa bahkan gak ada banjir,semoga gak ada gempa bahkan gak ada banjir,semoga tidak ada gempa bahkan tidak ada banjir,semoga gempa banjir,"['semoga', 'gempa', 'banjir']","['semoga', 'gempa', 'banjir']",moga gempa banjir,3
@elismahmud4958,Ampuni segala dosa2 kami dan lindungi negeri ini ya Allah dari bencana dan selamatkan kami dari segala bencana Aamiin Ya Robbal Al Aamiin,ampuni segala dosa2 kami dan lindungi negeri ini ya allah dari bencana dan selamatkan kami dari segala bencana aamiin ya robbal al aamiin,ampuni segala dosa2 kami dan lindungi negeri ini iya allah dari bencana dan selamatkan kami dari segala bencana amin iya robbal al amin,ampuni dosa2 lindungi negeri iya allah bencana selamatkan bencana amin iya robbal al amin,"['ampuni', 'dosa2', 'lindungi', 'negeri', 'iya', 'allah', 'bencana', 'selamatkan', 'bencana', 'amin', 'iya', 'robbal', 'al', 'amin']","['ampuni', 'dosa2', 'lindungi', 'negeri', 'iya', 'allah', 'bencana', 'selamatkan', 'bencana', 'iya', 'robbal']",ampun dosa2 lindung negeri iya allah bencana selamat bencana iya robbal,3
@rossumaa3733,"Ya Tuhan lindungilah negeri kami ,jauhkan dri marah bahaya,",ya tuhan lindungilah negeri kami jauhkan dri marah bahaya,iya tuhan lindungilah negeri kami jauhkan dari marah bahaya,iya tuhan lindungilah negeri jauhkan marah bahaya,"['iya', 'tuhan', 'lindungilah', 'negeri', 'jauhkan', 'marah', 'bahaya']","['iya', 'tuhan', 'lindungilah', 'negeri', 'jauhkan', 'marah', 'bahaya']",iya tuhan lindung negeri jauh marah bahaya,3
@invinix7094,Ya Allah lindundungilah hamba2 Mu dari bahaya2 yg menimpa nareka,ya allah lindundungilah hamba2 mu dari bahaya2 yg menimpa nareka,iya allah lindundungilah hamba2 mu dari bahaya2 yang menimpa nareka,iya allah lindundungilah hamba2 mu bahaya2 menimpa nareka,"['iya', 'allah', 'lindundungilah', 'hamba2', 'mu', 'bahaya2', 'menimpa', 'nareka']","['iya', 'allah', 'lindundungilah', 'hamba2', 'bahaya2', 'menimpa', 'nareka']",iya allah lindundungilah hamba2 bahaya2 timpa nareka,3
@Mr.ゆい,Bumi marah dan muak dgn kelakuan manusia&quot; nya....cintailah alam....berbaurlah dengan alam...biar ada keseimbangan...,bumi marah dan muak dgn kelakuan manusiaquot nyacintailah alamberbaurlah dengan alambiar ada keseimbangan,bumi marah dan muak dengan kelakuan manusiaquot nyacintailah alamberbaurlah dengan alambiar ada keseimbangan,bumi marah muak kelakuan manusiaquot nyacintailah alamberbaurlah alambiar keseimbangan,"['bumi', 'marah', 'muak', 'kelakuan', 'manusiaquot', 'nyacintailah', 'alamberbaurlah', 'alambiar', 'keseimbangan']","['bumi', 'marah', 'muak', 'kelakuan', 'manusiaquot', 'nyacintailah', 'alamberbaurlah', 'alambiar', 'keseimbangan']",bumi marah muak laku manusiaquot nyacintailah alamberbaurlah alambiar imbang,1
@karlxxx6317,"Gempa, longsor, banjir, gunung meletus  itu udah memang gejala alam, yaa gitu kodrat nya bumi,, manusia hanya bisa antisipasi",gempa longsor banjir gunung meletus itu udah memang gejala alam yaa gitu kodrat nya bumi manusia hanya bisa antisipasi,gempa longsor banjir gunung meletus itu sudah memang gejala alam yaa begitu kodrat nya bumi manusia hanya bisa antisipasi,gempa longsor banjir gunung meletus gejala alam yaa kodrat nya bumi manusia antisipasi,"['gempa', 'longsor', 'banjir', 'gunung', 'meletus', 'gejala', 'alam', 'yaa', 'kodrat', 'nya', 'bumi', 'manusia', 'antisipasi']","['gempa', 'longsor', 'banjir', 'gunung', 'meletus', 'gejala', 'alam', 'yaa', 'kodrat', 'nya', 'bumi', 'manusia', 'antisipasi']",gempa longsor banjir gunung letus gejala alam yaa kodrat nya bumi manusia antisipasi,3
@ivonnebima6436,jabar n dki basis nya siapa hayoo?SERIUS NANYA,jabar n dki basis nya siapa hayooserius nanya,jawa barat dan daerah khusus ibukota basis nya siapa hayooserius bertanya,jawa barat daerah khusus ibukota basis nya hayooserius,"['jawa', 'barat', 'daerah', 'khusus', 'ibukota', 'basis', 'nya', 'hayooserius']","['jawa', 'barat', 'daerah', 'khusus', 'ibukota', 'nya', 'hayooserius']",jawa barat daerah khusus ibukota nya hayooserius,2
@ariffahrurrozi6378,Yang mmbiarkan maksiyat alsan hak asasi ayo drbuah mindsetnya.<br>Siappun yang slah dinasehati dan jangan mndkung ahli maksyat tp di nasehati mnimal ingkar.<br>Krena allah akan menurubkan balak pada  hamba yg terang2an bermaksiyat.<br>Liat saja orang terang2 ngaku lgbt. Ngaku maksiyat ini dan itu. Aib klia  kalian buka sndri. <br>Toabt tobat tobat,yang mmbiarkan maksiyat alsan hak asasi ayo drbuah mindsetnyabrsiappun yang slah dinasehati dan jangan mndkung ahli maksyat tp di nasehati mnimal ingkarbrkrena allah akan menurubkan balak pada hamba yg terang2an bermaksiyatbrliat saja orang terang2 ngaku lgbt ngaku maksiyat ini dan itu aib klia kalian buka sndri brtoabt tobat tobat,yang mmbiarkan maksiyat alsan hak asasi ayo drbuah mindsetnyabrsiappun yang slah dinasehati dan jangan mndkung ahli maksyat tapi di nasehati mnimal ingkarbrkrena allah akan menurubkan balak pada hamba yang terang2an bermaksiyatbrliat saja orang terang2 mengaku lgbt mengaku maksiyat ini dan itu aib klia kalian buka sndri brtoabt tobat tobat,mmbiarkan maksiyat alsan hak asasi ayo drbuah mindsetnyabrsiappun slah dinasehati mndkung ahli maksyat nasehati mnimal ingkarbrkrena allah menurubkan balak hamba terang2an bermaksiyatbrliat orang terang2 mengaku lgbt mengaku maksiyat aib klia buka sndri brtoabt tobat tobat,"['mmbiarkan', 'maksiyat', 'alsan', 'hak', 'asasi', 'ayo', 'drbuah', 'mindsetnyabrsiappun', 'slah', 'dinasehati', 'mndkung', 'ahli', 'maksyat', 'nasehati', 'mnimal', 'ingkarbrkrena', 'allah', 'menurubkan', 'balak', 'hamba', 'terang2an', 'bermaksiyatbrliat', 'orang', 'terang2', 'mengaku', 'lgbt', 'mengaku', 'maksiyat', 'aib', 'klia', 'buka', 'sndri', 'brtoabt', 'tobat', 'tobat']","['mmbiarkan', 'maksiyat', 'alsan', 'asasi', 'ayo', 'drbuah', 'mindsetnyabrsiappun', 'slah', 'dinasehati', 'mndkung', 'ahli', 'maksyat', 'nasehati', 'mnimal', 'ingkarbrkrena', 'allah', 'menurubkan', 'balak', 'hamba', 'terang2an', 'bermaksiyatbrliat', 'terang2', 'mengaku', 'lgbt', 'mengaku', 'maksiyat', 'aib', 'klia', 'buka', 'sndri', 'brtoabt', 'tobat', 'tobat']",mmbiarkan maksiyat alsan asasi ayo drbuah mindsetnyabrsiappun slah nasehat mndkung ahli maksyat nasehat mnimal ingkarbrkrena allah menurubkan balak hamba terang2an bermaksiyatbrliat terang2 aku lgbt aku maksiyat aib klia buka sndri brtoabt tobat tobat,1
@shandio8553,Semoga cepet tenggelam,semoga cepet tenggelam,semoga cepat tenggelam,semoga cepat tenggelam,"['semoga', 'cepat', 'tenggelam']","['semoga', 'cepat', 'tenggelam']",moga cepat tenggelam,1
@ariffahrurrozi6378,"Ayo kita utmakan ajran kita <br>Sudahi jargon ham, jargon toleransi yang isinya mndkung n mmbiarka  orang bermakisyqt scr terang2an entag lgbt. Kmpup kebo. Dll wal.iyadu billah",ayo kita utmakan ajran kita brsudahi jargon ham jargon toleransi yang isinya mndkung n mmbiarka orang bermakisyqt scr terang2an entag lgbt kmpup kebo dll waliyadu billah,ayo kita utmakan ajran kita brsudahi jargon hak asasi manusia jargon toleransi yang isinya mndkung dan mmbiarka orang bermakisyqt secara terang2an entag lgbt kmpup kebo dan lain-lain waliyadu billah,ayo utmakan ajran brsudahi jargon hak asasi manusia jargon toleransi isinya mndkung mmbiarka orang bermakisyqt terang2an entag lgbt kmpup kebo lain-lain waliyadu billah,"['ayo', 'utmakan', 'ajran', 'brsudahi', 'jargon', 'hak', 'asasi', 'manusia', 'jargon', 'toleransi', 'isinya', 'mndkung', 'mmbiarka', 'orang', 'bermakisyqt', 'terang2an', 'entag', 'lgbt', 'kmpup', 'kebo', 'lain-lain', 'waliyadu', 'billah']","['ayo', 'utmakan', 'ajran', 'brsudahi', 'asasi', 'manusia', 'toleransi', 'isinya', 'mndkung', 'mmbiarka', 'bermakisyqt', 'terang2an', 'entag', 'lgbt', 'kmpup', 'kebo', 'lain-lain', 'waliyadu', 'billah']",ayo utmakan ajran brsudahi asasi manusia toleransi isi mndkung mmbiarka bermakisyqt terang2an entag lgbt kmpup kebo lain waliyadu billah,3
@mofimo1536,"Kita hanya bisa memperkirakan dari tanda2 yg sudah ada, tapi belum bisa memastikan apakah besok, minggu depan, bulan depan atau 3 bulan lagi. Semoga semuanya diberikan keselamatan.",kita hanya bisa memperkirakan dari tanda2 yg sudah ada tapi belum bisa memastikan apakah besok minggu depan bulan depan atau 3 bulan lagi semoga semuanya diberikan keselamatan,kita hanya bisa memperkirakan dari tanda2 yang sudah ada tapi belum bisa memastikan apakah besok minggu depan bulan depan atau 3 bulan lagi semoga semuanya diberikan keselamatan,tanda2 besok minggu 3 semoga keselamatan,"['tanda2', 'besok', 'minggu', '3', 'semoga', 'keselamatan']","['tanda2', 'besok', 'minggu', '3', 'semoga', 'keselamatan']",tanda2 besok minggu 3 moga selamat,3
@lusenluck1930,"Peringatan2 sudah banyak, berdoa jg udah. Lalu antisipasi dan kesiapan nya apa aja ya?",peringatan2 sudah banyak berdoa jg udah lalu antisipasi dan kesiapan nya apa aja ya,peringatan2 sudah banyak berdoa juga sudah lalu antisipasi dan kesiapan nya apa saja iya,peringatan2 berdoa antisipasi kesiapan nya iya,"['peringatan2', 'berdoa', 'antisipasi', 'kesiapan', 'nya', 'iya']","['peringatan2', 'berdoa', 'antisipasi', 'kesiapan', 'nya', 'iya']",peringatan2 doa antisipasi kesiap nya iya,2
@jatiyuniarto3130,"Marilah perbanyak istighfar,,,,semoga Alloh menjauhkan bangsa ini dr segala musibah dan keburukan.aamiin ya rabb",marilah perbanyak istighfarsemoga alloh menjauhkan bangsa ini dr segala musibah dan keburukanaamiin ya rabb,marilah perbanyak istighfarsemoga alloh menjauhkan bangsa ini dari segala musibah dan keburukanaamiin iya rabb,marilah perbanyak istighfarsemoga alloh menjauhkan bangsa musibah keburukanaamiin iya rabb,"['marilah', 'perbanyak', 'istighfarsemoga', 'alloh', 'menjauhkan', 'bangsa', 'musibah', 'keburukanaamiin', 'iya', 'rabb']","['marilah', 'perbanyak', 'istighfarsemoga', 'alloh', 'menjauhkan', 'bangsa', 'musibah', 'keburukanaamiin', 'iya', 'rabb']",mari banyak istighfarsemoga alloh jauh bangsa musibah keburukanaamiin iya rabb,3
@jawawutjawaljowal-jawil8830,Ndak ada gunanya doamu bhk  doa seluruh orang2 yg kau minta itu,ndak ada gunanya doamu bhk doa seluruh orang2 yg kau minta itu,tidak ada gunanya doamu bhk doa seluruh orang2 yang kamu minta itu,gunanya doamu bhk doa orang2,"['gunanya', 'doamu', 'bhk', 'doa', 'orang2']","['gunanya', 'doamu', 'bhk', 'doa', 'orang2']",guna doa bhk doa orang2,1
@jawawutjawaljowal-jawil8830,"Mudah diduga itu .Negri ini Isinya sudah bgt Masive dg jiwa2  Ugal2 aji mumpung egois ,Kkn ,Pat Gulipat Kianat ,maksiat ,menipu dan berdusta serta merampok Hak2 Orang lemah sdh mjd Hal biasa dan gaya hidup bhkn Jalan Hidup .orang Jawa &amp; orang2 yg suka berkelana di jalan spiritual ,kalau menduga hal spt itu sangat mudah di luar kepala.bhkn sebagian dr mrk  telah tahu ,bukan sok tahu ,tapi diberitahu.entah dalam bentuk Gempa megaUgal2an ( dlm rangka mengimbangi keUgal2an para Pengkianat manusia dan pengkianat2 Tugas dan Amanat di Negri ini yg sdh sedemikian Gaharnya,KeUgal2an dan kesewenang2an Dr sifat Kianat  oleh sebagian jiwa2 di Negri ini  di diberutahukan Tuhan setiap hari bhkn seperti setiap menit utk mrngambil bukti yg  dijakdikan ArgumenNya dan  alasan utk TindakanNya.krn Kebenaran dan PANCASILA hanya dijakdikan Pajangan Dinding Kantor dan Nilai2nya sdh benar2 tdk dijalankan / dikianati .",mudah diduga itu negri ini isinya sudah bgt masive dg jiwa2 ugal2 aji mumpung egois kkn pat gulipat kianat maksiat menipu dan berdusta serta merampok hak2 orang lemah sdh mjd hal biasa dan gaya hidup bhkn jalan hidup orang jawa amp orang2 yg suka berkelana di jalan spiritual kalau menduga hal spt itu sangat mudah di luar kepalabhkn sebagian dr mrk telah tahu bukan sok tahu tapi diberitahuentah dalam bentuk gempa megaugal2an dlm rangka mengimbangi keugal2an para pengkianat manusia dan pengkianat2 tugas dan amanat di negri ini yg sdh sedemikian gaharnyakeugal2an dan kesewenang2an dr sifat kianat oleh sebagian jiwa2 di negri ini di diberutahukan tuhan setiap hari bhkn seperti setiap menit utk mrngambil bukti yg dijakdikan argumennya dan alasan utk tindakannyakrn kebenaran dan pancasila hanya dijakdikan pajangan dinding kantor dan nilai2nya sdh benar2 tdk dijalankan dikianati,mudah diduga itu negeri ini isinya sudah banget masive dengan jiwa2 ugal2 aji selagi egois kkn pat gulipat kianat maksiat menipu dan berdusta serta merampok hak hak orang lemah sudah menjadi hal biasa dan gaya hidup bhkn jalan hidup orang jawa amp orang2 yang suka berkelana di jalan spiritual kalau menduga hal seperti itu sangat mudah di luar kepalabhkn sebagian dari mereka telah tahu bukan sok tahu tapi diberitahuentah dalam bentuk gempa megaugal2an dalam rangka mengimbangi keugal2an para pengkianat manusia dan pengkianat2 tugas dan amanat di negeri ini yang sudah sedemikian gaharnyakeugal2an dan kesewenang2an dari sifat kianat oleh sebagian jiwa2 di negeri ini di diberutahukan tuhan setiap hari bhkn seperti setiap menit untuk mrngambil bukti yang dijakdikan argumennya dan alasan untuk tindakannyakrn kebenaran dan pancasila hanya dijakdikan pajangan dinding kantor dan nilai2nya sudah benar2 tidak dijalankan dikianati,mudah diduga negeri isinya banget masive jiwa2 ugal2 aji selagi egois kkn pat gulipat kianat maksiat menipu berdusta merampok hak hak orang lemah gaya hidup bhkn jalan hidup orang jawa amp orang2 suka berkelana jalan spiritual menduga mudah kepalabhkn sok diberitahuentah bentuk gempa megaugal2an rangka mengimbangi keugal2an pengkianat manusia pengkianat2 tugas amanat negeri gaharnyakeugal2an kesewenang2an sifat kianat jiwa2 negeri diberutahukan tuhan bhkn menit mrngambil bukti dijakdikan argumennya alasan tindakannyakrn kebenaran pancasila dijakdikan pajangan dinding kantor nilai2nya benar2 dijalankan dikianati,"['mudah', 'diduga', 'negeri', 'isinya', 'banget', 'masive', 'jiwa2', 'ugal2', 'aji', 'selagi', 'egois', 'kkn', 'pat', 'gulipat', 'kianat', 'maksiat', 'menipu', 'berdusta', 'merampok', 'hak', 'hak', 'orang', 'lemah', 'gaya', 'hidup', 'bhkn', 'jalan', 'hidup', 'orang', 'jawa', 'amp', 'orang2', 'suka', 'berkelana', 'jalan', 'spiritual', 'menduga', 'mudah', 'kepalabhkn', 'sok', 'diberitahuentah', 'bentuk', 'gempa', 'megaugal2an', 'rangka', 'mengimbangi', 'keugal2an', 'pengkianat', 'manusia', 'pengkianat2', 'tugas', 'amanat', 'negeri', 'gaharnyakeugal2an', 'kesewenang2an', 'sifat', 'kianat', 'jiwa2', 'negeri', 'diberutahukan', 'tuhan', 'bhkn', 'menit', 'mrngambil', 'bukti', 'dijakdikan', 'argumennya', 'alasan', 'tindakannyakrn', 'kebenaran', 'pancasila', 'dijakdikan', 'pajangan', 'dinding', 'kantor', 'nilai2nya', 'benar2', 'dijalankan', 'dikianati']","['mudah', 'diduga', 'negeri', 'isinya', 'banget', 'masive', 'jiwa2', 'ugal2', 'aji', 'selagi', 'egois', 'kkn', 'gulipat', 'kianat', 'maksiat', 'menipu', 'berdusta', 'merampok', 'lemah', 'gaya', 'hidup', 'bhkn', 'jalan', 'hidup', 'jawa', 'amp', 'orang2', 'suka', 'berkelana', 'jalan', 'menduga', 'mudah', 'kepalabhkn', 'diberitahuentah', 'bentuk', 'gempa', 'megaugal2an', 'rangka', 'mengimbangi', 'keugal2an', 'pengkianat', 'manusia', 'pengkianat2', 'tugas', 'amanat', 'negeri', 'gaharnyakeugal2an', 'kesewenang2an', 'sifat', 'kianat', 'jiwa2', 'negeri', 'diberutahukan', 'tuhan', 'bhkn', 'menit', 'mrngambil', 'bukti', 'dijakdikan', 'argumennya', 'alasan', 'tindakannyakrn', 'kebenaran', 'pancasila', 'dijakdikan', 'pajangan', 'dinding', 'kantor', 'nilai2nya', 'benar2', 'dijalankan', 'dikianati']",mudah duga negeri isi banget masive jiwa2 ugal2 aji selagi egois kkn gulipat kianat maksiat tipu dusta rampok lemah gaya hidup bhkn jalan hidup jawa amp orang2 suka kelana jalan duga mudah kepalabhkn diberitahuentah bentuk gempa megaugal2an rangka imbang keugal2an pengkianat manusia pengkianat2 tugas amanat negeri gaharnyakeugal2an kesewenang2an sifat kianat jiwa2 negeri diberutahukan tuhan bhkn menit mrngambil bukti dijakdikan argumen alas tindakannyakrn benar pancasila dijakdikan pajang dinding kantor nilai2nya benar2 jalan dikianati,1
