author,comment,likes,published_at,is_reply,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@dedijubaedo1446,Saya mimpi ad gempa yg dahsyat sekali,0,2022-01-18T07:44:19Z,FALSE,saya mimpi ad gempa yg dahsyat sekali,saya mimpi ada gempa yang dahsyat sekali,mimpi gempa dahsyat,"['mimpi', 'gempa', 'dahsyat']","['mimpi', 'gempa', 'dahsyat']",mimpi gempa dahsyat,3
@muhluthfie2042,"Sholat,sholat,sholat,,tobat,tobat,tobat,",0,2022-01-18T07:44:15Z,FALSE,sholatsholatsholattobattobattobat,"sholat , sholat , sholat , ,tobat , tobat , tobat ,","sholat , sholat , sholat , , tobat , tobat , tobat ,","['sholat', ',', 'sholat', ',', 'sholat', ',', ',', 'tobat', ',', 'tobat', ',', 'tobat', ',']","['sholat', ',', 'sholat', ',', 'sholat', ',', ',', 'tobat', ',', 'tobat', ',', 'tobat', ',']",sholat  sholat  sholat   tobat  tobat  tobat,3
@mujiuji5735,Kt hrus pebnyak istigpar kwan biar dslmatkn dr mara bahaya..,0,2022-01-18T07:41:29Z,FALSE,kt hrus pebnyak istigpar kwan biar dslmatkn dr mara bahaya,kita harus pebnyak istigpar kwan biar dslmatkn dari mara bahaya ..,pebnyak istigpar kwan biar dslmatkn mara bahaya ..,"['pebnyak', 'istigpar', 'kwan', 'biar', 'dslmatkn', 'mara', 'bahaya', '..']","['pebnyak', 'istigpar', 'kwan', 'biar', 'dslmatkn', 'mara', 'bahaya', '..']",pebnyak istigpar kwan biar dslmatkn mara bahaya,3
@jafarsidik6320,"Ngeri,  smoga sadar orang yg kerjanya menyakiti orang kecil",0,2022-01-18T07:41:12Z,FALSE,ngeri smoga sadar orang yg kerjanya menyakiti orang kecil,"seram , smoga sadar orang yang kerjanya menyakiti orang kecil","seram , smoga sadar orang kerjanya menyakiti orang","['seram', ',', 'smoga', 'sadar', 'orang', 'kerjanya', 'menyakiti', 'orang']","['seram', ',', 'smoga', 'sadar', 'orang', 'kerjanya', 'menyakiti', 'orang']",seram  smoga sadar orang kerja sakit orang,3
@kamalanak9270,Saya berharap...<br>Untuk para penguasanya yg ZOLIM...<br>SADAR lah kalian....<br>Jgn sampai .... Apa yg di prediksikan oleh BMKG ... Menjadi kenyataan.....<br>Wah para rezim...<br>Para pemimpin...<br>Para penguasa....<br>Para ulama...<br>Marilah kita sama-sama memperbaiki diri ... Hentikan ke zoliman.... 😭😭😭<br>Allah sedang MARAH,0,2022-01-18T07:35:58Z,FALSE,saya berharapbruntuk para penguasanya yg zolimbrsadar lah kalianbrjgn sampai apa yg di prediksikan oleh bmkg menjadi kenyataanbrwah para rezimbrpara pemimpinbrpara penguasabrpara ulamabrmarilah kita samasama memperbaiki diri hentikan ke zoliman brallah sedang marah,saya berharap ... < baru > untuk para penguasanya yang zolim ... < baru > sadar lah kalian .... < baru > jangan sampai .... apa yang di prediksikan oleh bmkg ... menjadi kenyataan ..... < baru > wah para rezim ... < baru > para pemimpin ... < baru > para penguasa .... < baru > para ulama ... < baru > marilah kita sama-sama memperbaiki diri ... hentikan kah zoliman .... 😭😭😭 < baru > allah sedang marah,berharap ... < > penguasanya zolim ... < > sadar .... < > .... prediksikan bmkg ... kenyataan ..... < > rezim ... < > pemimpin ... < > penguasa .... < > ulama ... < > marilah memperbaiki ... hentikan kah zoliman .... 😭😭😭 < > allah marah,"['berharap', '...', '<', '>', 'penguasanya', 'zolim', '...', '<', '>', 'sadar', '....', '<', '>', '....', 'prediksikan', 'bmkg', '...', 'kenyataan', '.....', '<', '>', 'rezim', '...', '<', '>', 'pemimpin', '...', '<', '>', 'penguasa', '....', '<', '>', 'ulama', '...', '<', '>', 'marilah', 'memperbaiki', '...', 'hentikan', 'kah', 'zoliman', '....', '😭😭😭', '<', '>', 'allah', 'marah']","['berharap', '...', '<', '>', 'penguasanya', 'zolim', '...', '<', '>', 'sadar', '....', '<', '>', '....', 'prediksikan', 'bmkg', '...', 'kenyataan', '.....', '<', '>', 'rezim', '...', '<', '>', 'pemimpin', '...', '<', '>', 'penguasa', '....', '<', '>', 'ulama', '...', '<', '>', 'marilah', 'memperbaiki', '...', 'hentikan', 'kah', 'zoliman', '....', '😭😭😭', '<', '>', 'allah', 'marah']",harap    kuasa zolim    sadar     prediksi bmkg  nyata    rezim    pimpin    kuasa    ulama    mari baik  henti kah zoliman     allah marah,3
@InformatikNews,Hm tahun tahun gempa <br>Semoga kita selalu dilindungi alloh SWT,0,2022-01-18T07:35:26Z,FALSE,hm tahun tahun gempa brsemoga kita selalu dilindungi alloh swt,hm tahun tahun gempa < baru > semoga kita selalu dilindungi alloh swt,hm gempa < > semoga dilindungi alloh swt,"['hm', 'gempa', '<', '>', 'semoga', 'dilindungi', 'alloh', 'swt']","['hm', 'gempa', '<', '>', 'semoga', 'dilindungi', 'alloh', 'swt']",hm gempa   moga lindung alloh swt,3
@ikukrachmanto,"semua milik dan kehendakMu ...Yaa Allah.....lindungi kami,...ampuni dosa2 kami.....aamiin",0,2022-01-18T07:35:21Z,FALSE,semua milik dan kehendakmu yaa allahlindungi kamiampuni dosa2 kamiaamiin,"semua milik dan kehendakmu ... yaa allah ..... lindungi kami , ... ampuni dosa2 kami ..... amin","milik kehendakmu ... yaa allah ..... lindungi , ... ampuni dosa2 ..... amin","['milik', 'kehendakmu', '...', 'yaa', 'allah', '.....', 'lindungi', ',', '...', 'ampuni', 'dosa2', '.....', 'amin']","['milik', 'kehendakmu', '...', 'yaa', 'allah', '.....', 'lindungi', ',', '...', 'ampuni', 'dosa2', '.....', 'amin']",milik hendak  yaa allah  lindung   ampun dosa2  amin,3
@khangshomai9609,Waah..bisa terjadi Mega tsunami itu.. sepertinya pulau Jawa bakal hilang dari peta,0,2022-01-18T07:34:06Z,FALSE,waahbisa terjadi mega tsunami itu sepertinya pulau jawa bakal hilang dari peta,waah .. bisa terjadi mega tsunami itu .. sepertinya pulau jawa bakal hilang dari peta,waah .. mega tsunami .. pulau jawa hilang peta,"['waah', '..', 'mega', 'tsunami', '..', 'pulau', 'jawa', 'hilang', 'peta']","['waah', '..', 'mega', 'tsunami', '..', 'pulau', 'jawa', 'hilang', 'peta']",waah  mega tsunami  pulau jawa hilang peta,3
@hendrabunga5752,Jln 1-1nya.. hilangkan sudah kasus2 covid.. karna hal itu mengundang bencana alam.. bnyk cara halal yg lain untuk mencari rejeki..<br>Yg kedua.. skrg bukan waktunya lagi memperkaya diri karna ketamakan atau keserakahan.. tpi saling memperkaya diri dengan kerja dan kegiatan yg halal dalam porsi sesuai takarannya masing&quot;..<br>Yg ketiga.. untuk menenangkan bencana alam atas murka Allah.. taubat<br>Yg keempat.. bantu masalah kehidupan Satrio piningit bagi yg mengerti siapa SP dan keberadaannya.. (bantu permasalahan Keluarga nya dan permasalahan warisan2 serta utang piutang yg ditinggalkan ortunya yg meninggal)<br>Skrg udah banyak teguran dahsyat.. klo kita mau sadar.. pasti murka Allah tidak akan hadir lagi dan semua aman tenang..<br>Namun bila masih belum sadar.. kita tinggal nunggu waktu kapan bencana alam berikutnya hadir lagi<br>Terimakasih,0,2022-01-18T07:26:10Z,FALSE,jln 11nya hilangkan sudah kasus2 covid karna hal itu mengundang bencana alam bnyk cara halal yg lain untuk mencari rejekibryg kedua skrg bukan waktunya lagi memperkaya diri karna ketamakan atau keserakahan tpi saling memperkaya diri dengan kerja dan kegiatan yg halal dalam porsi sesuai takarannya masingquotbryg ketiga untuk menenangkan bencana alam atas murka allah taubatbryg keempat bantu masalah kehidupan satrio piningit bagi yg mengerti siapa sp dan keberadaannya bantu permasalahan keluarga nya dan permasalahan warisan2 serta utang piutang yg ditinggalkan ortunya yg meninggalbrskrg udah banyak teguran dahsyat klo kita mau sadar pasti murka allah tidak akan hadir lagi dan semua aman tenangbrnamun bila masih belum sadar kita tinggal nunggu waktu kapan bencana alam berikutnya hadir lagibrterimakasih,jalan 1-1nya .. hilangkan sudah kasus2 covid .. karena hal itu mengundang bencana alam .. banyak cara halal yang lain untuk mencari rezeki .. < baru > yang kedua .. sekarang bukan waktunya lagi memperkaya diri karena ketamakan atau keserakahan .. tetapi saling memperkaya diri dengan kerja dan kegiatan yang halal dalam porsi sesuai takarannya masing dan quot ; .. < baru > yang ketiga .. untuk menenangkan bencana alam atas murka allah .. taubat < baru > yang keempat .. bantu masalah kehidupan satrio piningit bagi yang mengerti siapa sp dan keberadaannya .. ( bantu permasalahan keluarga nya dan permasalahan warisan2 serta hutang piutang yang ditinggalkan ortunya yang meninggal ) < baru > sekarang sudah banyak teguran dahsyat .. kalau kita mau sadar .. pasti murka allah tidak akan hadir lagi dan semua aman tenang .. < baru > namun bila masih belum sadar .. kita tinggal menunggu waktu kapan bencana alam berikutnya hadir lagi < baru > terimakasih,jalan 1-1nya .. hilangkan kasus2 covid .. mengundang bencana alam .. halal mencari rezeki .. < > .. memperkaya ketamakan keserakahan .. memperkaya kerja kegiatan halal porsi sesuai takarannya quot ; .. < > ketiga .. menenangkan bencana alam murka allah .. taubat < > keempat .. bantu kehidupan satrio piningit mengerti sp keberadaannya .. ( bantu permasalahan keluarga nya permasalahan warisan2 hutang piutang ditinggalkan ortunya meninggal ) < > teguran dahsyat .. sadar .. murka allah hadir aman tenang .. < > sadar .. tinggal menunggu bencana alam hadir < > terimakasih,"['jalan', '1-1nya', '..', 'hilangkan', 'kasus2', 'covid', '..', 'mengundang', 'bencana', 'alam', '..', 'halal', 'mencari', 'rezeki', '..', '<', '>', '..', 'memperkaya', 'ketamakan', 'keserakahan', '..', 'memperkaya', 'kerja', 'kegiatan', 'halal', 'porsi', 'sesuai', 'takarannya', 'quot', ';', '..', '<', '>', 'ketiga', '..', 'menenangkan', 'bencana', 'alam', 'murka', 'allah', '..', 'taubat', '<', '>', 'keempat', '..', 'bantu', 'kehidupan', 'satrio', 'piningit', 'mengerti', 'sp', 'keberadaannya', '..', '(', 'bantu', 'permasalahan', 'keluarga', 'nya', 'permasalahan', 'warisan2', 'hutang', 'piutang', 'ditinggalkan', 'ortunya', 'meninggal', ')', '<', '>', 'teguran', 'dahsyat', '..', 'sadar', '..', 'murka', 'allah', 'hadir', 'aman', 'tenang', '..', '<', '>', 'sadar', '..', 'tinggal', 'menunggu', 'bencana', 'alam', 'hadir', '<', '>', 'terimakasih']","['jalan', '1-1nya', '..', 'hilangkan', 'kasus2', 'covid', '..', 'mengundang', 'bencana', 'alam', '..', 'halal', 'mencari', 'rezeki', '..', '<', '>', '..', 'memperkaya', 'ketamakan', 'keserakahan', '..', 'memperkaya', 'kerja', 'kegiatan', 'halal', 'porsi', 'sesuai', 'takarannya', 'quot', ';', '..', '<', '>', 'ketiga', '..', 'menenangkan', 'bencana', 'alam', 'murka', 'allah', '..', 'taubat', '<', '>', 'keempat', '..', 'bantu', 'kehidupan', 'satrio', 'piningit', 'mengerti', 'sp', 'keberadaannya', '..', '(', 'bantu', 'permasalahan', 'keluarga', 'nya', 'permasalahan', 'warisan2', 'hutang', 'piutang', 'ditinggalkan', 'ortunya', 'meninggal', ')', '<', '>', 'teguran', 'dahsyat', '..', 'sadar', '..', 'murka', 'allah', 'hadir', 'aman', 'tenang', '..', '<', '>', 'sadar', '..', 'tinggal', 'menunggu', 'bencana', 'alam', 'hadir', '<', '>', 'terimakasih']",jalan 1-1nya  hilang kasus2 covid  undang bencana alam  halal cari rezeki     kaya tamak serakah  kaya kerja giat halal porsi sesuai takar quot     tiga  tenang bencana alam murka allah  taubat   empat  bantu hidup satrio pingit erti sp ada   bantu masalah keluarga nya masalah warisan2 hutang piutang tinggal ortunya tinggal    tegur dahsyat  sadar  murka allah hadir aman tenang    sadar  tinggal tunggu bencana alam hadir   terimakasih,3
@thedawn1969,Pemerintah harus merespon secara aktif informasi ini dgn memberikan edukasi kpd masyarakat ttg bagaimana cara penyelamatan diri dan bertahan dalam menghadapi bencana gempa bumi untuk meminimalisir korban jiwa.,38,2022-01-18T07:24:58Z,FALSE,pemerintah harus merespon secara aktif informasi ini dgn memberikan edukasi kpd masyarakat ttg bagaimana cara penyelamatan diri dan bertahan dalam menghadapi bencana gempa bumi untuk meminimalisir korban jiwa,pemerintah harus merespon secara aktif informasi ini dengan memberikan edukasi kepada masyarakat tentang bagaimana cara penyelamatan diri dan bertahan dalam menghadapi bencana gempa bumi untuk meminimalisir korban jiwa .,pemerintah merespon aktif informasi edukasi masyarakat penyelamatan bertahan menghadapi bencana gempa bumi meminimalisir korban jiwa .,"['pemerintah', 'merespon', 'aktif', 'informasi', 'edukasi', 'masyarakat', 'penyelamatan', 'bertahan', 'menghadapi', 'bencana', 'gempa', 'bumi', 'meminimalisir', 'korban', 'jiwa', '.']","['pemerintah', 'merespon', 'aktif', 'informasi', 'edukasi', 'masyarakat', 'penyelamatan', 'bertahan', 'menghadapi', 'bencana', 'gempa', 'bumi', 'meminimalisir', 'korban', 'jiwa', '.']",perintah merespon aktif informasi edukasi masyarakat selamat tahan hadap bencana gempa bumi meminimalisir korban jiwa,3
@brianarlentyo8889,iya,0,2022-01-20T03:07:34Z,TRUE,iya,iya,iya,['iya'],['iya'],iya,2
@nofikurniat1432,Nah iyaa betul,0,2022-01-20T03:32:59Z,TRUE,nah iyaa betul,nah iyaa betul,iyaa,['iyaa'],['iyaa'],iyaa,2
@sutiramadhan2893,Ini juga saya mau,0,2022-01-23T14:28:07Z,TRUE,ini juga saya mau,ini juga saya mau,,[],[],,2
@02alphazero37,Ke gunung aja gan tempat tinggi hanya itu yg bisa menyelamatkan nyawa kita apalagi tsunami besar spt itu,1,2022-01-26T20:42:36Z,TRUE,ke gunung aja gan tempat tinggi hanya itu yg bisa menyelamatkan nyawa kita apalagi tsunami besar spt itu,kah gunung saja juragan tempat tinggi hanya itu yang bisa menyelamatkan nyawa kita apalagi tsunami besar seperti itu,kah gunung juragan menyelamatkan nyawa tsunami,"['kah', 'gunung', 'juragan', 'menyelamatkan', 'nyawa', 'tsunami']","['kah', 'gunung', 'juragan', 'menyelamatkan', 'nyawa', 'tsunami']",kah gunung juragan selamat nyawa tsunami,3
@ahmadarrohmad3322,Buminya menguap karena mengantuk semoga menguapnya bumi tidak terus menerus dan supaya menguapnya bumi manusia manusia yang belum mendekatkan dirinya kepada Allah SWT akan segerenya mendekati dirinya kepada Allah SWT.,0,2022-01-18T07:21:41Z,FALSE,buminya menguap karena mengantuk semoga menguapnya bumi tidak terus menerus dan supaya menguapnya bumi manusia manusia yang belum mendekatkan dirinya kepada allah swt akan segerenya mendekati dirinya kepada allah swt,buminya menguap karena mengantuk semoga menguapnya bumi tidak terus menerus dan supaya menguapnya bumi manusia manusia yang belum mendekatkan dirinya kepada allah swt akan segerenya mendekati dirinya kepada allah swt .,buminya menguap mengantuk semoga menguapnya bumi menerus menguapnya bumi manusia manusia mendekatkan allah swt segerenya mendekati allah swt .,"['buminya', 'menguap', 'mengantuk', 'semoga', 'menguapnya', 'bumi', 'menerus', 'menguapnya', 'bumi', 'manusia', 'manusia', 'mendekatkan', 'allah', 'swt', 'segerenya', 'mendekati', 'allah', 'swt', '.']","['buminya', 'menguap', 'mengantuk', 'semoga', 'menguapnya', 'bumi', 'menerus', 'menguapnya', 'bumi', 'manusia', 'manusia', 'mendekatkan', 'allah', 'swt', 'segerenya', 'mendekati', 'allah', 'swt', '.']",bumi uap antuk moga uap bumi terus uap bumi manusia manusia dekat allah swt segerenya dekat allah swt,3
@wrony7350,"Bmkg gk akurat, udah sering memprediksi berlebihan, contoh prediksi gelombang laut selatan 29m",0,2022-01-18T07:18:55Z,FALSE,bmkg gk akurat udah sering memprediksi berlebihan contoh prediksi gelombang laut selatan 29m,"bmkg tidak akurat , sudah sering memprediksi berlebihan , contoh prediksi gelombang laut selatan 29m","bmkg akurat , memprediksi , contoh prediksi gelombang laut selatan 29m","['bmkg', 'akurat', ',', 'memprediksi', ',', 'contoh', 'prediksi', 'gelombang', 'laut', 'selatan', '29m']","['bmkg', 'akurat', ',', 'memprediksi', ',', 'contoh', 'prediksi', 'gelombang', 'laut', 'selatan', '29m']",bmkg akurat  prediksi  contoh prediksi gelombang laut selatan 29m,1
@user-mm9op5jz9e,Ini jawaban untuk Arya gempa merata siapa2 Aja orang zholim sam&#39;a penista siap2,0,2022-01-18T07:13:15Z,FALSE,ini jawaban untuk arya gempa merata siapa2 aja orang zholim sam39a penista siap2,ini jawaban untuk arya gempa merata siapa2 saja orang zholim sam dan # 39 ; a penista siap-siap,arya gempa merata siapa2 orang zholim sam # 39 ; a penista siap-siap,"['arya', 'gempa', 'merata', 'siapa2', 'orang', 'zholim', 'sam', '#', '39', ';', 'a', 'penista', 'siap-siap']","['arya', 'gempa', 'merata', 'siapa2', 'orang', 'zholim', 'sam', '#', '39', ';', 'a', 'penista', 'siap-siap']",arya gempa rata siapa2 orang zholim sam  39  a nista siap,1
@mfachri5231,kita serahkn smuanya pda allah swt,0,2022-01-18T07:11:02Z,FALSE,kita serahkn smuanya pda allah swt,kita serahkn smuanya pda allah swt,serahkn smuanya pda allah swt,"['serahkn', 'smuanya', 'pda', 'allah', 'swt']","['serahkn', 'smuanya', 'pda', 'allah', 'swt']",serahkn smuanya pda allah swt,3
@wijisukesi5923,Ada keluarga babingepet yg berhubungan dengan listrik di jl kp balimatraman rt 13 rt 14 manggarai jak sel lokasinya masuk gang kecil berhadapan samping sekolah sdn mohon tolong diselidiki,0,2022-01-18T07:05:05Z,FALSE,ada keluarga babingepet yg berhubungan dengan listrik di jl kp balimatraman rt 13 rt 14 manggarai jak sel lokasinya masuk gang kecil berhadapan samping sekolah sdn mohon tolong diselidiki,ada keluarga babingepet yang berhubungan dengan listrik di jl kp balimatraman rt 13 rt 14 manggarai jak sel lokasinya masuk gang kecil berhadapan samping sekolah sdn mohon tolong diselidiki,keluarga babingepet berhubungan listrik jl kp balimatraman rt 13 rt 14 manggarai jak sel lokasinya masuk gang berhadapan samping sekolah sdn mohon tolong diselidiki,"['keluarga', 'babingepet', 'berhubungan', 'listrik', 'jl', 'kp', 'balimatraman', 'rt', '13', 'rt', '14', 'manggarai', 'jak', 'sel', 'lokasinya', 'masuk', 'gang', 'berhadapan', 'samping', 'sekolah', 'sdn', 'mohon', 'tolong', 'diselidiki']","['keluarga', 'babingepet', 'berhubungan', 'listrik', 'jl', 'kp', 'balimatraman', 'rt', '13', 'rt', '14', 'manggarai', 'jak', 'sel', 'lokasinya', 'masuk', 'gang', 'berhadapan', 'samping', 'sekolah', 'sdn', 'mohon', 'tolong', 'diselidiki']",keluarga babingepet hubung listrik jl kp balimatraman rt 13 rt 14 manggarai jak sel lokasi masuk gang hadap samping sekolah sdn mohon tolong selidik,2
@pipithermawanlaros8980,Gempa nya gak pakek masker ya min,0,2022-01-18T07:04:48Z,FALSE,gempa nya gak pakek masker ya min,gempa nya tidak pakai masker iya min,gempa nya pakai masker iya min,"['gempa', 'nya', 'pakai', 'masker', 'iya', 'min']","['gempa', 'nya', 'pakai', 'masker', 'iya', 'min']",gempa nya pakai masker iya min,2
@Paul-ie9tw,Tuhan akan menyertai umatNya sampai kesudahan jaman...itu janji Tuhan....jangan takut...,0,2022-01-18T06:55:31Z,FALSE,tuhan akan menyertai umatnya sampai kesudahan jamanitu janji tuhanjangan takut,tuhan akan menyertai umatnya sampai kesudahan jaman ... itu janji tuhan .... jangan takut ...,tuhan menyertai umatnya kesudahan jaman ... janji tuhan .... takut ...,"['tuhan', 'menyertai', 'umatnya', 'kesudahan', 'jaman', '...', 'janji', 'tuhan', '....', 'takut', '...']","['tuhan', 'menyertai', 'umatnya', 'kesudahan', 'jaman', '...', 'janji', 'tuhan', '....', 'takut', '...']",tuhan serta umat sudah jaman  janji tuhan  takut,3
@spyakuza7080,Nyo kita perbanyak ibadah kpa Aalloh Saw klu memang khendak Aalloh mau Blang ap,0,2022-01-18T06:52:08Z,FALSE,nyo kita perbanyak ibadah kpa aalloh saw klu memang khendak aalloh mau blang ap,nyo kita perbanyak ibadah kpa aalloh saw kalau memang khendak aalloh mau blang apa,nyo perbanyak ibadah kpa aalloh saw khendak aalloh blang,"['nyo', 'perbanyak', 'ibadah', 'kpa', 'aalloh', 'saw', 'khendak', 'aalloh', 'blang']","['nyo', 'perbanyak', 'ibadah', 'kpa', 'aalloh', 'saw', 'khendak', 'aalloh', 'blang']",nyo banyak ibadah kpa aalloh saw khendak aalloh blang,3
@Unknown-wg2gj,darimana bmkg tau brp SR kekuatan gempa yg bakal terjadi? ini sama aja dgn menakut2i warga,0,2022-01-18T06:44:15Z,FALSE,darimana bmkg tau brp sr kekuatan gempa yg bakal terjadi ini sama aja dgn menakut2i warga,darimana bmkg tahu berapa sr kekuatan gempa yang bakal terjadi ? ini sama saja dengan menakut2i warga,darimana bmkg sr kekuatan gempa ? menakut2i warga,"['darimana', 'bmkg', 'sr', 'kekuatan', 'gempa', '?', 'menakut2i', 'warga']","['darimana', 'bmkg', 'sr', 'kekuatan', 'gempa', '?', 'menakut2i', 'warga']",darimana bmkg sr kuat gempa  menakut2i warga,1
